name,artist,id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,tempo,valence,sentiment,mood
traitor,Olivia Rodrigo,5CZ40GBx1sQ9agT82CLQCT,0.38,0.339,-7.885,0.0338,0.691,0.0,0.12,100.607,0.0849,-0.9531,Sad
Be Alright,Dean Lewis,5qrSlOut2rNAWv3ubArkNy,0.551,0.537,-7.595,0.034,0.705,0.0,0.0802,126.421,0.493,0.9938,Sad
listen before i go,Billie Eilish,0tMSssfxAL2oV8Vri0mFHE,0.319,0.0561,-23.023,0.045,0.935,0.00384,0.388,79.764,0.082,0.9487,Sad
Lights Are On,Tom Rosenthal,4IhTXiZLKATmwhMZIb1GQN,0.44,0.04,-16.887,0.0322,0.981,0.465,0.111,135.965,0.249,-0.9987,Sad
All I Want,Kodaline,0NlGoUyOJSuSHmngoibVAs,0.188,0.411,-9.733,0.0484,0.174,0.153,0.0843,187.376,0.159,0.9942,Sad
This Town,Niall Horan,0qvzXomUDJVaUboy2wMfiS,0.677,0.401,-8.467,0.0308,0.712,0.0,0.116,111.825,0.195,0.9337,Sad
drunk text,Henry Moodie,0KpWiHVmIFDTvai20likX4,0.382,0.401,-8.955,0.0851,0.286,0.0,0.0851,185.636,0.145,0.9909,Sad
Romantic Homicide,d4vd,1xK59OXxi2TAAAbmZK0kBL,0.571,0.544,-10.613,0.0299,0.453,0.00805,0.322,132.052,0.216,-0.9308,Sad
Dueles,Jesse & Joy,1iRvhKiXRElIH2Uf4gd95P,0.531,0.834,-3.944,0.052,0.277,0.0,0.131,142.026,0.526,-0.9287,Sad
I Bet on Losing Dogs,Mitski,2Co0IjcLTSHMtodwD4gzfg,0.398,0.493,-9.561,0.0303,0.00347,0.000157,0.106,82.048,0.412,-0.9757,Sad
Abrazado a Ti,Kevin Kaarl,455RH9fblZ8Onelsd9D7K7,0.803,0.347,-9.671,0.0319,0.282,0.0,0.109,105.033,0.346,-0.6486,Sad
drivers license,Olivia Rodrigo,5wANPM4fQCJwkGd4rN57mH,0.561,0.431,-8.81,0.0578,0.768,1.42e-05,0.106,143.875,0.137,0.7646,Sad
How Do I Say Goodbye,Dean Lewis,1aOl53hkZGHkl2Snhr7opL,0.4,0.641,-6.303,0.0674,0.214,0.0,0.0656,81.552,0.393,-0.9504,Sad
Apocalypse,Cigarettes After Sex,0yc6Gst2xkRu0eMLeRMGCX,0.37,0.467,-9.013,0.0273,0.0205,0.572,0.109,94.485,0.182,-0.1285,Sad
Mientes,Camila,5EhzE6HJaCcLFrf5rPqvpk,0.332,0.592,-6.127,0.0371,0.0824,0.0,0.109,170.391,0.31,-0.9869,Sad
Too Good At Goodbyes,Sam Smith,1mXVgsBdtIVeCLJnSnmtdV,0.681,0.372,-8.237,0.0432,0.64,0.0,0.169,91.873,0.476,-0.9701,Sad
Get You The Moon (feat. Snøw),Kina,4ZLzoOkj0MPWrTLvooIuaa,0.498,0.235,-16.541,0.188,0.72,0.0,0.144,118.917,0.0895,-0.6778,Sad
Space Song,Beach House,7H0ya83CMmgFcOhw0UB6ow,0.508,0.792,-7.311,0.0297,0.229,0.124,0.145,147.067,0.601,-0.4871,Sad
I Found,Amber Run,5zT5cMnMKoyruPj13TQXGx,0.567,0.303,-12.481,0.0351,0.862,0.00563,0.104,124.949,0.252,0.9769,Sad
Young,Vacations,1KIJclzEbNhSVw8tiHPWwE,0.498,0.81,-4.065,0.0263,0.00392,0.00717,0.0635,79.935,0.594,0.857,Sad
The Scientist,Coldplay,75JFxkI2RXiU7L9VXzMkle,0.557,0.442,-7.224,0.0243,0.731,1.46e-05,0.11,146.277,0.213,-0.0701,Sad
Happier Than Ever,Billie Eilish,4RVwu0g32PAqgUiJoXsdF8,0.332,0.225,-8.697,0.0348,0.767,0.00349,0.128,81.055,0.297,-0.9563,Sad
"1 step forward, 3 steps back",Olivia Rodrigo,4wcBRRpIfesgcyUtis7PEg,0.473,0.203,-12.627,0.102,0.941,0.0,0.126,168.884,0.419,0.8725,Sad
Fuentes de Ortiz,Ed Maverick,0akyEssGRVHstqCSWXusJL,0.83,0.159,-14.461,0.0383,0.946,2.02e-05,0.362,104.95,0.189,0.6966,Sad
Lose You To Love Me,Selena Gomez,4l0Mvzj72xxOpRrp6h8nHi,0.488,0.343,-8.985,0.0436,0.556,0.0,0.21,102.819,0.0978,0.9993,Sad
Lonely,Noah Cyrus,6U1iuA5QfzYRPJxvdcxqtf,0.53,0.281,-8.274,0.0577,0.798,0.0,0.0928,122.442,0.341,-0.9968,Sad
Let Me Down Slowly,Alec Benjamin,2qxmye6gAegTMjLKEBoR3d,0.652,0.557,-5.714,0.0318,0.74,0.0,0.124,150.073,0.483,0.9134,Sad
changes,XXXTENTACION,7AFASza1mXqntmGtbxXprO,0.669,0.308,-10.068,0.029,0.883,0.0,0.0984,64.934,0.52,-0.9668,Sad
Bubble Gum,Clairo,3zksbXteOCeSusJ5Xltr3t,0.509,0.0167,-24.639,0.115,0.979,2.72e-05,0.387,207.97,0.229,0.7498,Sad
Dónde está el amor (feat. Jesse & Joy),Pablo Alborán,0CjaLvAqN97KPVWgOJ1vbD,0.597,0.848,-5.458,0.0406,0.173,0.0,0.373,139.876,0.324,0.5661,Sad
Margaret (feat. Bleachers),Lana Del Rey,1o82DwNisONAd2mu1RcGE6,0.452,0.247,-13.24,0.033,0.972,0.132,0.0577,102.412,0.216,0.4329,Sad
Lo Aprendí de Ti - HA-ASH Primera Fila - Hecho Realidad [En Vivo],Ha*Ash,3xrpI0GqWNMjMDOdXUOnK3,0.55,0.581,-5.94,0.0342,0.645,0.0,0.756,133.924,0.257,0.0,Sad
The 30th,Billie Eilish,5SHpuW2qjkQtFRpE6P9Nks,0.387,0.135,-14.398,0.051,0.929,0.0,0.0948,82.987,0.21,0.9732,Sad
Break My Heart Again,FINNEAS,7zw6nQHTwml1mVuQDf5V6k,0.401,0.151,-14.227,0.042,0.905,0.0,0.0942,144.137,0.478,-0.7203,Sad
YKWIM?,Yot Club,2vWBUC9djv6BtiGlmKiQaH,0.372,0.537,-7.623,0.0305,0.937,0.873,0.287,123.735,0.228,-0.7202,Sad
Angels Like You,Miley Cyrus,1daDRI9ahBonbWD8YcxOIB,0.672,0.642,-4.035,0.0313,0.0981,0.0,0.1,121.981,0.494,0.9924,Sad
San Lucas,Kevin Kaarl,75UMtPC77vqKRwfSuYuNPO,0.577,0.363,-12.378,0.0263,0.86,0.000282,0.0868,91.511,0.265,0.5719,Sad
Evergreen (You Didn’t Deserve Me At All),Omar Apollo,2TktkzfozZifbQhXjT6I33,0.697,0.336,-10.395,0.0424,0.598,0.00528,0.107,82.029,0.31,-0.9917,Sad
Surrender,Natalie Taylor,0ecC8p17cDNlxHXkuYqeR6,0.39,0.448,-8.57,0.0276,0.8,0.182,0.107,144.89,0.077,0.996,Sad
If the World Was Ending (feat. Julia Michaels),JP Saxe,77MdvMx9L4ZQuLhhn3o21h,0.429,0.486,-9.971,0.101,0.866,0.0,0.0982,146.99,0.661,0.9854,Sad
Control,Zoe Wees,3ph5NwTA3MxwjOrU0hcxB4,0.603,0.481,-4.978,0.031,0.646,2.23e-06,0.174,113.837,0.0543,0.963,Sad
Not Allowed,TV Girl,3IznIgmXtrUaoPWpQTy5jB,0.67,0.905,-6.855,0.129,0.669,0.000227,0.349,104.965,0.563,0.9943,Sad
Waves,Dean Lewis,6w8pFOKn42O418qwcQElZ3,0.518,0.729,-7.193,0.0452,0.183,0.0,0.0643,156.879,0.343,0.9476,Sad
Halley's Comet,Billie Eilish,5XsAal7ZcWg1I5T4NcRjkv,0.403,0.159,-16.728,0.104,0.961,0.0121,0.34,72.38,0.0381,0.9933,Sad
"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,4Yxc55NX3tAXC2mHRAhtcW,0.376,0.43,-6.585,0.0328,0.0902,0.0,0.0912,77.599,0.129,0.9742,Sad
If By Chance,Ruth B.,21dpBHPTV7ythCHBI6Slcw,0.405,0.279,-8.099,0.0334,0.881,0.0,0.0933,119.85,0.256,0.9221,Sad
Prometiste (En Vivo),Pepe Aguilar,1VHkHdFww8aXRTqj4VVSwC,0.601,0.398,-9.503,0.104,0.808,0.0,0.703,126.285,0.602,0.0,Sad
Say Something,A Great Big World,5TvE3pk05pyFIGdSY9j4DJ,0.407,0.147,-8.822,0.0355,0.857,2.89e-06,0.0913,141.284,0.0765,0.9805,Sad
Walked Through Hell,Anson Seabra,4N2LGoEJi3aGDgEAnsjtBz,0.508,0.404,-11.092,0.0788,0.664,0.0,0.104,81.713,0.129,-0.7931,Sad
Selamat (Selamat Tinggal),Virgoun,1mruWrUwAVe2XkksUQiaHK,0.361,0.581,-8.502,0.0302,0.523,5.42e-06,0.118,79.59,0.372,0.6808,Sad
Cry,Cigarettes After Sex,3p4hRhMcb6ch8OLtATMaLw,0.406,0.399,-10.449,0.0278,0.756,0.678,0.112,142.83,0.163,-0.6327,Sad
rises the moon,Liana Flores,51Grh1RyUDcMBbpuyUIUHI,0.483,0.129,-20.149,0.0349,0.947,0.145,0.106,137.35,0.203,0.872,Sad
ceilings,Lizzy McAlpine,2L9N0zZnd37dwF0clgxMGI,0.516,0.322,-11.762,0.0292,0.473,0.00194,0.215,148.005,0.261,0.995,Sad
Dancing With Your Ghost,Sasha Alex Sloan,1TQXIltqoZ5XXyfCbAeSQQ,0.629,0.328,-8.284,0.029,0.768,2.5e-05,0.103,74.953,0.389,0.9932,Sad
Inside Out,Duster,6WlmEymaXKMRs3D2c4j6os,0.553,0.465,-9.664,0.0301,0.84,0.97,0.102,79.223,0.652,-0.8146,Sad
Heal,Tom Odell,4KlL5Bwlm4yHYxr0B2rHci,0.445,0.179,-12.938,0.0396,0.952,0.00056,0.107,72.246,0.119,-0.5719,Sad
Where's My Love - Acoustic,SYML,0ElpbbncWT9aS7mgoqEHbQ,0.554,0.225,-11.324,0.0281,0.892,0.0321,0.107,104.007,0.221,-0.8485,Sad
Matilda,Harry Styles,6uvh0In7u1Xn4HgxOfAn8O,0.507,0.294,-10.0,0.04,0.896,1.97e-05,0.0966,114.199,0.386,-0.885,Sad
Not About Angels,Birdy,5sF7hdYvhrcgNq8NZjfK8L,0.405,0.111,-11.879,0.0369,0.964,4.37e-05,0.0872,116.86,0.219,0.9087,Sad
Young And Beautiful,Lana Del Rey,2nMeu6UenVvwUktBCpLMK9,0.324,0.416,-8.92,0.0368,0.262,3.69e-05,0.11,113.986,0.151,0.9992,Sad
Saturno,Pablo Alborán,2f0Ft2XdvNSMSY5TUlZgEz,0.278,0.572,-8.295,0.0407,0.392,0.0,0.063,95.351,0.311,0.7096,Sad
Easy On Me,Adele,46IZ0fSY2mpAiktS3KOqds,0.604,0.366,-7.519,0.0282,0.578,0.0,0.133,141.981,0.13,0.9905,Sad
Stars Will Fall,Duster,0PgT8DiJmpqTnf9SnFnHM0,0.432,0.13,-13.076,0.0282,0.94,0.965,0.106,96.41,0.0741,0.3818,Sad
Fade Into You,Mazzy Star,1LzNfuep1bnAUR9skqdHCK,0.42,0.33,-13.925,0.0275,0.245,0.000679,0.0677,157.143,0.175,0.1531,Sad
Fall in Love with You.,Montell Fish,4kJT7Yj6Za01KfKHjb7mZE,0.538,0.0203,-23.163,0.0437,0.92,0.019,0.104,121.447,0.103,0.9971,Sad
Where's My Love,SYML,1B62o4CbdL9ckGvwsz2cgn,0.604,0.36,-10.109,0.0253,0.868,0.0343,0.112,103.985,0.37,0.8057,Sad
IDK You Yet,Alexander 23,0j1Ia2lQWrcXrQZI4AdJlk,0.648,0.308,-11.729,0.04,0.886,0.0774,0.124,76.997,0.198,0.9638,Sad
First Love/Late Spring,Mitski,3sslYZcFKtUvIEWN9lADgr,0.445,0.543,-8.196,0.0272,0.000825,0.0137,0.202,99.963,0.102,-0.9189,Sad
i am not who i was,Chance Peña,5uu2OCGGrTRS1sIvlMgKwe,0.697,0.22,-13.696,0.042,0.703,0.0,0.0891,129.966,0.194,0.9773,Sad
Del río,Ed Maverick,2G3ud9WTxl6uYRG75X6Ib0,0.857,0.266,-13.914,0.0442,0.913,0.0483,0.11,96.962,0.264,-0.5803,Sad
Cinnamon Girl,Lana Del Rey,2mdEsXPu8ZmkHRRtAdC09e,0.294,0.337,-10.614,0.036,0.814,0.414,0.14,91.781,0.135,0.997,Sad
Wish You The Best,Lewis Capaldi,3gdPwk2wyOXNRnTA1KXnEr,0.676,0.461,-3.59,0.0304,0.555,0.0,0.0951,107.95,0.466,0.9991,Sad
Te Esperé,Jesse & Joy,6W8Rl6LMWjCL17EvLlkyxc,0.589,0.696,-5.547,0.03,0.137,1.51e-06,0.226,126.018,0.249,-0.2263,Sad
Glimpse of Us,Joji,4ewazQLXFTDC8XvCbhvtXs,0.44,0.317,-9.258,0.0531,0.891,4.78e-06,0.141,169.914,0.268,0.9722,Sad
Skinny Love,Birdy,4RL77hMWUq35NYnPLXBpih,0.379,0.29,-8.485,0.051,0.952,0.00106,0.118,166.467,0.169,0.9854,Sad
Half A Man,Dean Lewis,1ugQtcwmKOXvKAYzhjncmv,0.507,0.204,-11.575,0.0504,0.855,0.0,0.143,77.765,0.343,0.9899,Sad
You Are The Reason,Calum Scott,69vToJ9BMbbLlFZo7k7A7B,0.329,0.235,-7.699,0.0303,0.918,0.0,0.137,171.006,0.22,-0.9288,Sad
happier,Olivia Rodrigo,2tGvwE8GcFKwNdAXMnlbfl,0.395,0.443,-9.72,0.133,0.765,9.67e-06,0.0839,168.924,0.338,0.9991,Sad
that way,Tate McRae,7l97ElWmIdVHWUaOeeU5ZC,0.453,0.383,-11.015,0.163,0.728,0.0,0.387,105.029,0.333,0.9953,Sad
In This Shirt,The Irrepressibles,14QX1ckbDIhqetvu5VZ3cP,0.293,0.394,-9.581,0.0299,0.691,0.382,0.157,80.168,0.0384,-0.928,Sad
Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),Taylor Swift,01K4zKU104LyJ8gMb7227B,0.606,0.377,-9.455,0.0275,0.817,0.0,0.154,101.96,0.446,0.7059,Sad
Karma Police,Radiohead,63OQupATfueTdZMWTxW03A,0.36,0.501,-9.129,0.0258,0.0638,9.32e-05,0.172,74.807,0.324,-0.9789,Sad
A Burning Hill,Mitski,6gz3orrUlKresI8GShSkdq,0.462,0.191,-14.993,0.0374,0.77,0.00264,0.107,132.034,0.0996,0.7579,Sad
Back to the Old House - 2011 Remaster,The Smiths,6LUGvXEAK8WxIBYK43uoTb,0.626,0.488,-7.805,0.0253,0.0102,0.000188,0.141,104.13,0.404,-1.0,Sad
"contenta,",Ed Maverick,1YlXMOHqJVWzFaaQLeekPt,0.509,0.382,-10.292,0.0489,0.492,0.488,0.142,139.977,0.0793,-0.5719,Sad
Beach Baby,Bon Iver,2LXtyj95dK56ENS1QLt4IB,0.669,0.0809,-17.282,0.0365,0.983,0.41,0.114,114.355,0.0922,0.4767,Sad
Jocelyn Flores,XXXTENTACION,7m9OqQk4RVRkw9JJdeAw96,0.872,0.391,-9.144,0.242,0.469,4.13e-06,0.297,134.021,0.437,-0.9935,Sad
TV,Billie Eilish,3GYlZ7tbxLOxe6ewMNVTkw,0.412,0.236,-15.159,0.0379,0.83,0.00653,0.147,140.214,0.119,-0.948,Sad
What A Time (feat. Niall Horan),Julia Michaels,5WtfUKzXircvW8l5aaVZWT,0.516,0.467,-6.184,0.0302,0.662,0.0,0.0853,132.861,0.386,0.9593,Sad
Love Is Gone - Acoustic,SLANDER,7F1CiKqrY44kh5cDqwHOnx,0.541,0.153,-10.654,0.0303,0.882,1.66e-06,0.16,139.644,0.359,0.991,Sad
Only Love Can Hurt Like This,Paloma Faith,62ke5zFUJN6RvtXZgVH0F8,0.566,0.885,-4.528,0.0818,0.0958,9.97e-05,0.334,90.99,0.304,0.9992,Sad
Again,Shiloh Dynasty,5e2l2ZAMwHmrkdM4Z6NhAR,0.603,0.204,-12.727,0.112,0.479,0.0714,0.642,74.688,0.71,0.9994,Sad
Yellow,Coldplay,3AJwUDP919kvQ9QcozQPxg,0.429,0.661,-7.227,0.0281,0.00239,0.000121,0.234,173.372,0.285,0.9801,Sad
My Love Mine All Mine,Mitski,3vkCueOmm7xQDoJ17W1Pm3,0.504,0.308,-14.958,0.0321,0.868,0.135,0.158,113.95,0.121,0.9925,Sad
Bruises,Lewis Capaldi,4Of7rzpRpV1mWRbhp5rAqG,0.736,0.308,-7.83,0.0677,0.946,0.0,0.186,111.202,0.361,0.992,Sad
Love In The Dark,Adele,0DuWDLjriRPjDRoPgaCslY,0.331,0.341,-6.057,0.0309,0.528,0.0,0.109,109.821,0.152,-0.9398,Sad
Falling,Harry Styles,1ZMiCix7XSAbfAJlEZWMCp,0.567,0.267,-6.502,0.0299,0.839,1.46e-06,0.089,110.011,0.0592,-0.9618,Sad
TV,Billie Eilish,3GYlZ7tbxLOxe6ewMNVTkw,0.412,0.236,-15.159,0.0379,0.83,0.00653,0.147,140.214,0.119,-0.948,Sad
Sunsetz,Cigarettes After Sex,0SpkyS1Q4MD8GaVcP5YjT4,0.405,0.479,-9.396,0.0301,0.0527,0.795,0.0974,75.37,0.131,0.7783,Sad
